,face_uuid,account_name,Ground Truth,filename,match_file,match_score,model,distance_metric,number_of_hits,Model
303,0aacffb2-00ba-4f07-b63c-0d335bd4c802,olafscholz,Unknown,olafscholz_19-09-2021_00:00_image2.jpeg,,,,,,Unknown
304,116df7de-8292-48bb-ba60-53bcbe611fa2,olafscholz,Unknown,olafscholz_19-09-2021_00:00_video12.jpeg,,,,,,Unknown
305,3a4060b1-6796-4bc1-bcfb-ca50b892e6dc,olafscholz,Olaf Scholz,olafscholz_19-09-2021_00:00_video12.jpeg,82f4d29e-1d17-4672-b015-52009fda2a23.png,0.9898100375317482,Facenet512,euclidean_l2,4.0,Olaf Scholz
306,ba101281-3852-42ea-837f-396b7857ba63,olafscholz,Unknown,olafscholz_19-09-2021_00:00_video12.jpeg,,,,,,Unknown
307,8eb2e653-bae5-4fa9-b7ce-80709d7e6093,christlichsozialeunion,Unknown,christlichsozialeunion_18-09-2021_00:00_video12.jpeg,,,,,,Unknown
308,67f56794-29ba-4c1c-9efe-dbc53110070b,christlichsozialeunion,Unknown,christlichsozialeunion_18-09-2021_00:00_video12.jpeg,,,,,,Unknown
309,24d67f57-2105-44f5-8f8e-b891d87fd182,christlichsozialeunion,Unknown,christlichsozialeunion_18-09-2021_00:00_video12.jpeg,,,,,,Unknown
310,c5cf341b-1d9b-456c-a58b-b9604ec0c25f,christlichsozialeunion,Unknown,christlichsozialeunion_18-09-2021_00:00_video12.jpeg,,,,,,Unknown
316,6a8f33ee-de7c-4263-bca2-2909da07b55c,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image7.jpeg,,,,,,Unknown
317,eba8afaa-daa1-4e18-b876-71427dc0f995,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image7.jpeg,,,,,,Unknown
318,8227f5b5-bfa7-4a0a-bc8e-87cefa15d79b,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image7.jpeg,,,,,,Unknown
319,1fb3c052-f8fe-4a7e-b6f4-72ee9f4ada35,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image7.jpeg,,,,,,Unknown
320,81301dd3-5930-49e3-a027-6557372b45e5,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image7.jpeg,,,,,,Unknown
321,4f3e9363-7412-4bda-a27a-c848a65d7a1c,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image7.jpeg,,,,,,Unknown
322,a48ac094-cc0a-41a0-924c-3b966186c6da,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image7.jpeg,,,,,,Unknown
323,fd012839-2d0a-4382-b369-00ac588d828c,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image7.jpeg,,,,,,Unknown
324,7a523b06-b9cd-4432-bdbc-a7b7a348a4d0,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image7.jpeg,,,,,,Unknown
325,b6638567-8dbf-429a-92b8-320260d7ec48,abaerbock,Unknown,abaerbock_26-09-2021_00:00_image7.jpeg,,,,,,Unknown
326,0e766e02-f3e2-4e17-a210-2efd45ddb834,cdu,Unknown,cdu_25-09-2021_00:00_video2.jpeg,,,,,,Unknown
327,eb55871d-b078-47c5-9cf9-9258fef12f9f,abaerbock,Annalena Baerbock,abaerbock_14-09-2021_00:00_video3.jpeg,,,,,,Unknown
328,7dca0c9c-5e89-4359-b133-33e0bdca7325,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video3.jpeg,,,,,,Unknown
329,43b8e217-0ba7-4cb9-931d-462a9d2bf8a3,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video3.jpeg,,,,,,Unknown
330,549aca64-e93c-44d8-8c23-2a1643e23677,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video3.jpeg,,,,,,Unknown
331,560fc27b-cc43-424c-9633-03835e966591,olafscholz,Olaf Scholz,olafscholz_22-09-2021_00:00_video7.jpeg,82f4d29e-1d17-4672-b015-52009fda2a23.png,0.7365740938905597,Facenet512,euclidean_l2,20.0,Olaf Scholz
332,de8c78dd-af93-4383-8d6f-3981d7f41847,olafscholz,Unknown,olafscholz_22-09-2021_00:00_video7.jpeg,,,,,,Unknown
333,a71bece2-5c32-40f2-a293-5d0ec6549db5,olafscholz,Unknown,olafscholz_22-09-2021_00:00_video7.jpeg,,,,,,Unknown
334,c69f97db-f63f-436e-9d61-6b447cb168f1,olafscholz,Unknown,olafscholz_22-09-2021_00:00_video7.jpeg,,,,,,Unknown
335,8f64566e-d557-4f06-bab9-bb0a7967fa41,olafscholz,Unknown,olafscholz_22-09-2021_00:00_video7.jpeg,,,,,,Unknown
342,f456c618-4868-48e4-b9de-bf50750a40cc,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
343,87f410f6-7c31-42aa-be29-8a3c9be80ef4,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
344,354ebd23-2930-4290-8d1f-57de15b5332b,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
345,ea1275d8-87c0-4180-9ec9-ad291e07ee94,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
346,e9b779bb-5755-42fa-b9db-f02738654b2e,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
347,08d3a91e-c380-424c-bbd2-69dd42f87455,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
348,8e32dce4-91ee-4afa-b7e8-1c5a87121d12,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
349,994d93ad-0507-48a8-8156-6dc5063bfb9b,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
350,c639d687-0920-4844-9661-9372d8921018,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
351,d95c4660-8037-40a6-88be-c0b72f594744,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
352,8b4def58-8d77-4840-a405-6592b7ba92a7,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
353,cc7b3144-6079-4ed3-8a25-5327b44535cd,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
354,4eec7ff1-75d4-475c-86b9-dee8966b4d29,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
355,b068b40a-ded7-4f49-897e-52a7e56edc7a,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
356,7de575ca-9bf1-4141-81fb-425d3bbaab47,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
357,6173cf8e-2367-40a0-a979-f07641cb5c3f,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
358,b0a79e6c-bb33-4dad-b6e7-c0c3e94b9e97,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
359,cc46a016-4bc8-4a0c-8a20-d821aeba6a3e,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
360,03793b19-e2b9-496c-913e-3f8009bb4420,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
361,22ecf3db-9f80-4069-bb23-e0249b4dea35,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
362,7c00026a-9118-414e-8b10-fd9e74048d5a,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
363,28b08f28-7317-42a1-b1d5-5ecd379a3f60,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
364,3ec1d96d-b6db-416c-9821-6364d0f7d402,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
365,e4c79d7d-978e-46f4-924e-7aa9e1748f2d,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
366,57c8be9f-e0ad-4ef6-bd8b-be45f35f43d4,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
367,ceb93c76-d54b-49ca-a325-2291d9ccd83f,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
368,7d49dfb6-692f-4ef7-a935-a629cca9c300,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
369,2d74153a-2e79-46a2-8925-464e76012e93,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
370,7a358226-8c65-47e2-a85b-73f6df19031d,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
371,f92b052c-363c-4c7b-8029-bb1af835ba36,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
372,660af007-756f-4165-9f0a-335e93a8b922,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
373,47299808-c644-4afd-8b02-8429b929ed34,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
374,d0773da5-4603-48f0-b5c4-244d063a9691,olafscholz,Olaf Scholz,olafscholz_17-09-2021_00:00_image6.jpeg,04a53ef1-618b-4c9c-97a8-a1187a75c05c.png,0.6233114484186433,Facenet512,euclidean_l2,20.0,Olaf Scholz
375,20ccf1c6-ab05-4108-9840-25afbc06f183,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
376,62559291-c482-4f88-8abd-fdca83933a2d,olafscholz,Unknown,olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,Unknown
377,036455c9-2bfa-43b0-ab71-b353a93afcc1,christlichsozialeunion,Markus Söder,christlichsozialeunion_16-09-2021_00:00_video13.jpeg,aef8776f-6cb2-461e-aa5f-26798f3b263e.png,0.5861922139361742,Facenet512,euclidean_l2,13.0,Markus Söder
378,637f92d3-35d1-48bb-9570-3d50f629b8a2,christlichsozialeunion,Unknown,christlichsozialeunion_16-09-2021_00:00_video13.jpeg,,,,,,Unknown
379,59b7786b-f71c-4089-a74e-eb67df7612a2,christlichsozialeunion,Unknown,christlichsozialeunion_16-09-2021_00:00_video13.jpeg,,,,,,Unknown
380,998ed263-2c51-405f-9958-ec938e3529be,armin_laschet,Unknown,armin_laschet_18-09-2021_00:00_image3.jpeg,,,,,,Unknown
381,404529b6-77c4-40d2-94d9-db93528207d2,armin_laschet,Unknown,armin_laschet_18-09-2021_00:00_image3.jpeg,,,,,,Unknown
382,a598d251-6911-474a-a323-f172c9d296a5,armin_laschet,Armin Laschet,armin_laschet_18-09-2021_00:00_image3.jpeg,,,,,,Unknown
383,48ab8c0d-7f17-4982-9f9d-68537de5cfc2,armin_laschet,Unknown,armin_laschet_18-09-2021_00:00_image3.jpeg,,,,,,Unknown
384,638b5a63-2cca-49a9-96f6-5e2c9d15f5c0,armin_laschet,Unknown,armin_laschet_18-09-2021_00:00_image3.jpeg,,,,,,Unknown
385,840eca3c-dadc-478a-8ee9-1c680063f3e7,spdde,Unknown,spdde_25-09-2021_00:00_video10.jpeg,,,,,,Unknown
396,3bfe0249-379e-4804-906a-7979a21bfe26,christlichsozialeunion,Unknown,christlichsozialeunion_24-09-2021_00:00_image2.jpeg,,,,,,Unknown
408,e77fac27-ef63-4adc-b63f-731082a79d0a,abaerbock,Unknown,abaerbock_20-09-2021_00:00_video1.jpeg,,,,,,Unknown
409,fb312b04-b67b-456e-a1e4-32d8b670e006,abaerbock,Unknown,abaerbock_20-09-2021_00:00_video1.jpeg,,,,,,Unknown
410,d8b1a430-25ab-4e11-ad51-0e54549c7a20,abaerbock,Unknown,abaerbock_20-09-2021_00:00_video1.jpeg,,,,,,Unknown
411,16b94da4-528f-439d-afbc-a793760314b9,abaerbock,Unknown,abaerbock_20-09-2021_00:00_video1.jpeg,,,,,,Unknown
412,04a967f6-9791-452a-9815-9530814f5b4e,abaerbock,Unknown,abaerbock_20-09-2021_00:00_video1.jpeg,,,,,,Unknown
420,ab59a326-3025-4449-91d6-57ea451b2a82,armin_laschet,Armin Laschet,armin_laschet_23-09-2021_00:00_video3.jpeg,7cdeee40-f222-4b03-a819-4db32fc47d20.png,0.7489834339869094,Facenet512,euclidean_l2,17.0,Armin Laschet
421,d17a51bd-a5a4-4d61-962e-5c9be516b727,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
422,6c4c98c5-9a7c-48c6-a9c6-7923e02f5af1,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
423,a8af9a98-0454-435a-bacd-f3ee09f1229c,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
424,c207eaf7-ff72-454d-be68-c5145ffd522b,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
425,1ad23d82-d8ec-4a8c-a8bb-886f30a9b4ef,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
426,3c945e3b-1b39-4a59-856e-c345265219b3,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
427,6964c9a1-cd84-4895-b840-13b496369c8b,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
428,72b8df0f-68a8-4076-948e-8e7a4153930d,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
429,7b5e1cc6-dcdc-4270-ac45-bd1a59fb6a76,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
430,af2caf33-c517-4160-97d3-ab191788aaab,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
431,f27e208d-31e8-48df-ac50-25a6425b86b2,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
432,e78b9b7b-5ba1-4887-9225-a75331ffb37e,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
433,493d085a-ddac-4028-822d-bc6b43badbf0,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
434,5b13c8c8-a7aa-4f76-abc1-9afdde46392c,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
435,723a712c-de8c-47eb-aaaa-425141991139,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
436,754e6662-94c7-4a42-86f2-4aedf25261cb,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
437,f9426750-1bf7-4dbe-aa1c-4a9dbe9bc3a1,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
438,c76da527-a16f-4cad-84b7-910daadc8441,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
439,c69f53d8-ba1a-4c71-92c0-b37eca5673c0,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
440,9ca68d68-93a3-49fb-bf31-57ce11650ec4,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
441,1f96b101-902d-442c-9025-b6b37a610350,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
442,134dd992-f1d3-4636-8367-fa9a6ba403b7,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
443,011efb49-eb6d-4007-bd0e-cd4be82f2c54,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
444,4cadcebf-3c59-4750-989b-dce1b990272f,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
445,ebf7e666-8f3a-4471-91e1-b52f9fe84698,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
446,c77f50d8-a251-40cc-9243-3b73add53ffe,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
447,26ece3a2-18ba-4023-ab61-b5fd09432d5f,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
448,6b0b82f2-7b28-400d-9808-c5287ca621b8,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
449,828ccbea-181b-4502-beb2-f66616a8d5a4,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
450,052b94f2-9f9b-4dd8-a9f7-6e859e4cf523,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
451,4552329e-fbd2-4325-b992-f7ce3b8ac72d,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
452,5c7ec5d5-8d82-40be-8548-c4e4f5947f6c,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
453,ee9ce360-fbc4-4558-94a1-cc48efe2af89,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
454,4c95dec2-2347-458e-bc56-bf170f53b054,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
455,e21bd30c-0f4f-4728-9af0-927c4ee44c4b,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
456,1637611d-1406-4df3-a94a-f2c9856438eb,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
457,98906edb-a70a-45e9-aa81-e768d21945e2,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
458,8c7a44de-7aea-4d3f-a57c-950084d230c9,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
459,393d629d-e35d-4a76-91b3-4044d2c5b891,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
460,4a051448-1b32-4315-a76e-de603edf4b13,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
461,9c34ec0f-df90-4e9b-850f-502730fa00f6,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
462,b76572d0-ee53-4d0e-b114-1f3156076681,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
463,02be636a-1c8d-492c-8330-1867520359b1,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
464,776f9040-9b50-4206-841e-40fa4657fedb,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
465,923c38b2-8615-492d-ba83-53d41f781af2,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
466,763f595c-32ec-4a02-bf31-19f3802d226e,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
467,412cf4ac-5bde-486c-b261-62895980ddcd,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
468,03434204-1506-4860-b4a5-48a46831f211,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
469,e5cc5068-b9d3-47f7-8e3f-805893d85ac3,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
470,dbb40bfd-db9c-4c38-8743-332ded3d5a06,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
471,e850ec5e-1036-4235-8684-09a683ca79d6,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
472,e59ce6cd-21fa-4305-a148-6100dde7c6c9,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
473,263e30f2-cef9-4c43-b586-764e4bc9c178,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
474,1881c786-f34c-44bd-ac73-4a4b566d93f7,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
475,83443097-e3eb-4ac7-83a0-11afa643a480,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
476,54c3a160-39cd-429b-85b1-67713461b4b2,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
477,0b8db1f3-5751-45da-93d4-8d4ca6bf079e,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
478,d4dff134-5a0d-46b9-b4df-6a51da0a0268,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
479,abbb04d0-cc15-4e2c-a09f-32e6c4788ba9,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
480,36bf3f05-e7a6-4f8d-ad5f-0ba3f422fb27,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
481,3333b8e0-63cc-43bd-a71f-5a15a58992f9,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
482,6c952a78-3ebc-47bc-aeef-06fe71c2de4a,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
483,dba154ea-07e0-44d2-bf5b-9c9f35d0f0e2,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
484,ffeda254-0487-444d-a6b8-b991dc6e3552,christianlindner,Unknown,christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,Unknown
489,987052e6-4732-4d07-be55-19dc15396bff,christlichsozialeunion,Markus Söder,christlichsozialeunion_24-09-2021_00:00_image5.jpeg,e673e074-b17d-46b3-a482-2f69bca15936.png,0.5991901234196048,Facenet512,euclidean_l2,13.0,Markus Söder
490,dd70b7a9-e941-4c9c-8e22-2e3b1f5579b7,christianlindner,Unknown,christianlindner_20-09-2021_00:00_video1.jpeg,,,,,,Unknown
491,7d395320-556e-4b45-a00d-950893bb9230,christianlindner,Unknown,christianlindner_20-09-2021_00:00_video1.jpeg,,,,,,Unknown
492,0ee1a2b0-db39-4cc7-95c1-c6ca3a8fb09a,christianlindner,Unknown,christianlindner_20-09-2021_00:00_video1.jpeg,,,,,,Unknown
493,6abf490e-86ec-4887-98de-724135488dfa,armin_laschet,Armin Laschet,armin_laschet_17-09-2021_00:00_image2.jpeg,7cdeee40-f222-4b03-a819-4db32fc47d20.png,0.5410147421370856,Facenet512,euclidean_l2,20.0,Armin Laschet
496,792174b6-178b-4c98-a4ee-0c78bd94d766,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
497,56557466-ad82-4b57-b4e0-ad4d2698e8ca,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
498,bfaf1e37-a823-43fd-90dc-fb282e0b0cb7,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
499,6babed58-51d6-456f-a74a-27d2f63b4952,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
500,f77ae709-d8f0-4ec8-a857-9bae572aadfe,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
501,010abcd1-b2e5-44d2-b735-fd2766a4f78a,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
502,0337cc82-fd1f-44e9-be68-08ce21354c6d,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
503,70e4a218-87ed-403f-9000-e43b16914d2e,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
504,05123476-bb34-4548-9bca-31e5dfc81929,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
505,8598baf7-acde-44a1-9c25-c0b62904b5a6,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
506,d3264490-2dbb-4299-bec7-611a07be6314,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
507,b3624241-f07a-4579-909c-d942c803dbbf,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
508,317c353b-f08b-498e-aa57-c252697e5f9f,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
509,ae68697f-75eb-4546-a25d-6d57b1b19074,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
510,94519edc-64ba-43cc-9a37-60c84e14b85b,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
511,f2d6fc16-dd11-44ad-a50e-49ff2e09abc0,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
512,e7a4b80e-6efa-491b-80f8-8f7362b82622,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
513,a9cf7bb1-42ed-40a6-89ff-7ae1117acc5e,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
514,fb7a6b48-36e9-4da1-814b-c2a0c1004cbc,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
515,9043af29-a504-4a21-8388-585c079eb9b4,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
516,5718e325-1e29-4c89-9367-0c848d3a1b9a,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
517,8c22b6f8-39b3-410f-8c27-b20c561b8556,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
518,732edea5-8fbe-4759-b757-f6abd1edd889,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
519,6904c630-56d9-49ce-9e31-5fc048fecf2f,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
520,abe91b68-8a3a-4ce9-9b94-0e35908bf8ef,abaerbock,Unknown,abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,Unknown
521,4ef0bd1b-b9ad-4c83-be97-e92e63ff2e32,cdu,Unknown,cdu_21-09-2021_00:00_video4.jpeg,,,,,,Unknown
525,e4ed5ec7-ea7f-4d31-9e8b-e5165607ead8,abaerbock,Unknown,abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,Unknown
526,b671ac07-0c5b-4e7c-9938-b6827ead495d,abaerbock,Unknown,abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,Unknown
527,e97451cb-d448-4b57-9b2d-39f70b510207,abaerbock,Unknown,abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,Unknown
528,a3f872ba-b668-443b-8878-64577df5a269,abaerbock,Unknown,abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,Unknown
529,ccbcd184-4269-4dfd-b23b-bd1265c68d9d,abaerbock,Unknown,abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,Unknown
530,407cd964-181d-4aa7-943c-530db3a114c1,abaerbock,Unknown,abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,Unknown
