image,11926,11478,11766,9368,11835,9754,11909,11802
olafscholz_22-09-2021_00:00_video7.jpeg,,,,,,,,
olafscholz_22-09-2021_00:00_video7.jpeg,,,,,,,,
olafscholz_22-09-2021_00:00_video7.jpeg,,,,,,,,
afd.bund_19-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_19-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_19-09-2021_00:00_image0.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_video13.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_video13.jpeg,,,,,,,,
afd.bund_23-09-2021_00:00_video13.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,Olaf Scholz,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
olafscholz_17-09-2021_00:00_image6.jpeg,,,,,,,,
christlichsozialeunion_16-09-2021_00:00_video13.jpeg,,,,,,,,
christlichsozialeunion_16-09-2021_00:00_video13.jpeg,Markus Söder,Markus Söder,,,,,,
christlichsozialeunion_16-09-2021_00:00_video13.jpeg,,,,,,,,
christlichsozialeunion_16-09-2021_00:00_video13.jpeg,,,,,,,,
armin_laschet_18-09-2021_00:00_image3.jpeg,,,,,,,,
armin_laschet_18-09-2021_00:00_image3.jpeg,,,,,,,,
armin_laschet_18-09-2021_00:00_image3.jpeg,,,,,,,,
armin_laschet_18-09-2021_00:00_image3.jpeg,Armin Laschet,Armin Laschet,,,,,,
armin_laschet_18-09-2021_00:00_image3.jpeg,,,,,,,,
armin_laschet_18-09-2021_00:00_image3.jpeg,,,,,,,,
spdde_25-09-2021_00:00_video10.jpeg,,,,,,,,
saskiaesken_25-09-2021_00:00_video6.jpeg,,,,,,,,
saskiaesken_25-09-2021_00:00_video6.jpeg,,,,,,,,
saskiaesken_25-09-2021_00:00_video6.jpeg,,,,,,,,
saskiaesken_25-09-2021_00:00_video6.jpeg,,,,,,,,
saskiaesken_25-09-2021_00:00_video6.jpeg,,,,,,,,
saskiaesken_25-09-2021_00:00_video6.jpeg,,,,,,,,
saskiaesken_25-09-2021_00:00_video6.jpeg,,,,,,,,
robert.habeck_17-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_17-09-2021_00:00_image6.jpeg,,,,,,,,
robert.habeck_17-09-2021_00:00_image6.jpeg,Robert Habeck,Robert Habeck,,,,,,
robert.habeck_17-09-2021_00:00_image6.jpeg,,,,,,,,
christlichsozialeunion_24-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_video4.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_video4.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_video4.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_video4.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_video4.jpeg,Robert Habeck,,,,,,,
robert.habeck_18-09-2021_00:00_video4.jpeg,,,,,,,,
robert.habeck_25-09-2021_00:00_image0.jpeg,,,,,,,,
robert.habeck_25-09-2021_00:00_image0.jpeg,,,,,,,,
robert.habeck_25-09-2021_00:00_image0.jpeg,,,,,,,,
robert.habeck_25-09-2021_00:00_image0.jpeg,,,,,,,,
robert.habeck_25-09-2021_00:00_image0.jpeg,,,,,,,,
robert.habeck_25-09-2021_00:00_image0.jpeg,,,,,,,,
abaerbock_20-09-2021_00:00_video1.jpeg,,,,,,,,
abaerbock_20-09-2021_00:00_video1.jpeg,,,,,,,,
abaerbock_20-09-2021_00:00_video1.jpeg,,,,,,,,
abaerbock_20-09-2021_00:00_video1.jpeg,,,,,,,,
abaerbock_20-09-2021_00:00_video1.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_image8.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_image8.jpeg,Nicola Beer,Nicola Beer,,,,,,
fw_bayern_20-09-2021_00:00_video6.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_image3.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_image3.jpeg,Nicola Beer,Nicola Beer,,,,,,
nicola_beer_23-09-2021_00:00_image3.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_image3.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_image3.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_image3.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_video3.jpeg,,,,,,,,
armin_laschet_23-09-2021_00:00_video3.jpeg,Armin Laschet,Armin Laschet,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
christianlindner_23-09-2021_00:00_image2.jpeg,,,,,,,,
afd.bund_25-09-2021_00:00_image15.jpeg,,,,,,,,
afd.bund_25-09-2021_00:00_image15.jpeg,,,,,,,,
afd.bund_25-09-2021_00:00_image15.jpeg,,,,,,,,
afd.bund_25-09-2021_00:00_image15.jpeg,,,,,,,,
christlichsozialeunion_24-09-2021_00:00_image5.jpeg,,,,,,,,
christlichsozialeunion_24-09-2021_00:00_image5.jpeg,Markus Söder,Markus Söder,,,,,,
christianlindner_20-09-2021_00:00_video1.jpeg,,,,,,,,
christianlindner_20-09-2021_00:00_video1.jpeg,,,,,,,,
christianlindner_20-09-2021_00:00_video1.jpeg,,,,,,,,
armin_laschet_17-09-2021_00:00_image2.jpeg,,,,,,,,
armin_laschet_17-09-2021_00:00_image2.jpeg,Armin Laschet,Armin Laschet,,,,,,
saskiaesken_25-09-2021_00:00_video3.jpeg,,,,,,,,
saskiaesken_25-09-2021_00:00_video3.jpeg,Saskia Esken,Saskia Esken,,,,,,
nicola_beer_22-09-2021_00:00_video9.jpeg,,,,,,,,
nicola_beer_22-09-2021_00:00_video9.jpeg,Nicola Beer,Nicola Beer,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
abaerbock_14-09-2021_00:00_video7.jpeg,,,,,,,,
cdu_21-09-2021_00:00_video4.jpeg,,,,,,,,
saskiaesken_17-09-2021_00:00_image1.jpeg,,,,,,,,
saskiaesken_17-09-2021_00:00_image1.jpeg,Saskia Esken,Saskia Esken,,,,,,
saskiaesken_17-09-2021_00:00_image1.jpeg,,,,,,,,
saskiaesken_17-09-2021_00:00_image1.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
abaerbock_21-09-2021_00:00_image12.jpeg,,,,,,,,
die_gruenen_20-09-2021_00:00_image4.jpeg,,,,,,,,
die_gruenen_20-09-2021_00:00_image4.jpeg,Armin Laschet,Armin Laschet,,,,,,
die_gruenen_20-09-2021_00:00_image4.jpeg,,,,,,,,
die_gruenen_20-09-2021_00:00_image4.jpeg,Olaf Scholz,Olaf Scholz,,,,,,
die_gruenen_20-09-2021_00:00_image4.jpeg,,,,,,,,
die_gruenen_20-09-2021_00:00_image4.jpeg,Annalena Baerbock,Annalena Baerbock,,,,,,
cdu_16-09-2021_00:00_video17.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image10.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image10.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,Armin Laschet,Armin Laschet,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
cdu_17-09-2021_00:00_image5.jpeg,,,,,,,,
afd.bund_25-09-2021_00:00_video12.jpeg,,,,,,,,
afd.bund_25-09-2021_00:00_video12.jpeg,Alice Weidel,Alice Weidel,,,,,,
nicola_beer_20-09-2021_00:00_image3.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_image3.jpeg,Nicola Beer,Nicola Beer,,,,,,
nicola_beer_20-09-2021_00:00_image3.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_image3.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_image3.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_video2.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_video2.jpeg,Nicola Beer,Nicola Beer,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
die_gruenen_25-09-2021_00:00_video4.jpeg,,,,,,,,
armin_laschet_13-09-2021_00:00_video5.jpeg,,,,,,,,
armin_laschet_13-09-2021_00:00_video5.jpeg,Armin Laschet,Armin Laschet,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
dielinke_21-09-2021_00:00_image0.jpeg,,,,,,,,
christianlindner_20-09-2021_00:00_image1.jpeg,,,,,,,,
christianlindner_20-09-2021_00:00_image1.jpeg,Christian Lindner,Christian Lindner,,,,,,
robert.habeck_13-09-2021_00:00_video1.jpeg,,,,,,,,
robert.habeck_13-09-2021_00:00_video1.jpeg,Robert Habeck,Robert Habeck,,,,,,
robert.habeck_13-09-2021_00:00_video1.jpeg,,,,,,,,
christlichsozialeunion_24-09-2021_00:00_image7.jpeg,,,,,,,,
christlichsozialeunion_24-09-2021_00:00_image7.jpeg,,,,,,,,
christlichsozialeunion_24-09-2021_00:00_image7.jpeg,,,,,,,,
christlichsozialeunion_24-09-2021_00:00_image7.jpeg,,,,,,,,
olafscholz_23-09-2021_00:00_image4.jpeg,,,,,,,,
olafscholz_23-09-2021_00:00_image4.jpeg,Olaf Scholz,,,,,,,
fw_bayern_13-09-2021_00:00_video3.jpeg,,,,,,,,
fw_bayern_13-09-2021_00:00_video3.jpeg,,,,,,,,
atesgurpinar_15-09-2021_00:00_image0.jpeg,,,,,,,,
atesgurpinar_15-09-2021_00:00_image0.jpeg,Ates Gürpinar,Ates Gürpinar,,,,,,
die_gruenen_17-09-2021_00:00_video8.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_image1.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_image1.jpeg,Nicola Beer,Nicola Beer,,,,,,
nicola_beer_23-09-2021_00:00_image1.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_image1.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_image1.jpeg,,,,,,,,
nicola_beer_23-09-2021_00:00_image1.jpeg,,,,,,,,
christlichsozialeunion_18-09-2021_00:00_image1.jpeg,,,,,,,,
christlichsozialeunion_18-09-2021_00:00_image1.jpeg,Markus Söder,Markus Söder,,,,,,
christlichsozialeunion_18-09-2021_00:00_image1.jpeg,,,,,,,,
christlichsozialeunion_18-09-2021_00:00_image1.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_image2.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video4.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video4.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video4.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video4.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video4.jpeg,,,,,,,,
cdu_22-09-2021_00:00_video4.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image14.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image14.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image14.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image14.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image14.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image14.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image14.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image14.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image14.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image14.jpeg,,,,,,,,
spdde_20-09-2021_00:00_image0.jpeg,,,,,,,,
spdde_20-09-2021_00:00_image0.jpeg,Olaf Scholz,Olaf Scholz,,,,,,
fw_bayern_22-09-2021_00:00_image1.jpeg,,,,,,,,
fw_bayern_22-09-2021_00:00_image1.jpeg,,,,,,,,
abaerbock_23-09-2021_00:00_image11.jpeg,,,,,,,,
abaerbock_23-09-2021_00:00_image11.jpeg,,,,,,,,
cdu_20-09-2021_00:00_video18.jpeg,,,,,,,,
cdu_20-09-2021_00:00_video18.jpeg,,,,,,,,
cdu_20-09-2021_00:00_video17.jpeg,,,,,,,,
cdu_20-09-2021_00:00_video17.jpeg,,,,,,,,
spdde_13-09-2021_00:00_video2.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image2.jpeg,,,,,,,,
robert.habeck_18-09-2021_00:00_image15.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_image9.jpeg,,,,,,,,
nicola_beer_20-09-2021_00:00_image9.jpeg,Nicola Beer,Nicola Beer,,,,,,
nicola_beer_20-09-2021_00:00_image9.jpeg,,,,,,,,
abaerbock_25-09-2021_00:00_image11.jpeg,,,,,,,,
abaerbock_25-09-2021_00:00_image11.jpeg,Annalena Baerbock,Annalena Baerbock,,,,,,
abaerbock_25-09-2021_00:00_image11.jpeg,,,,,,,,
abaerbock_25-09-2021_00:00_image11.jpeg,,,,,,,,
abaerbock_25-09-2021_00:00_image11.jpeg,,,,,,,,
abaerbock_25-09-2021_00:00_image11.jpeg,Robert Habeck,Robert Habeck,,,,,,
abaerbock_25-09-2021_00:00_image11.jpeg,,,,,,,,
abaerbock_25-09-2021_00:00_image11.jpeg,,,,,,,,
abaerbock_25-09-2021_00:00_image11.jpeg,,,,,,,,
abaerbock_25-09-2021_00:00_image11.jpeg,,,,,,,,
fw_bayern_14-09-2021_00:00_video3.jpeg,,,,,,,,
fw_bayern_14-09-2021_00:00_video3.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image3.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image3.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image3.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image3.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image3.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image3.jpeg,,,,,,,,
robert.habeck_22-09-2021_00:00_image3.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_video1.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_video1.jpeg,Robert Habeck,Robert Habeck,,,,,,
robert.habeck_23-09-2021_00:00_video1.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_video1.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_video1.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_video1.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_video1.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_video1.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_video1.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_video1.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_video1.jpeg,,,,,,,,
robert.habeck_23-09-2021_00:00_video1.jpeg,,,,,,,,
fw_bayern_21-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_21-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_21-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_21-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_21-09-2021_00:00_image5.jpeg,,,,,,,,
fw_bayern_21-09-2021_00:00_image5.jpeg,,,,,,,,
christianlindner_20-09-2021_00:00_image5.jpeg,,,,,,,,
christianlindner_20-09-2021_00:00_image5.jpeg,,,,,,,,
christianlindner_20-09-2021_00:00_image5.jpeg,Christian Lindner,Christian Lindner,,,,,,
christianlindner_20-09-2021_00:00_image5.jpeg,,,,,,,,
christianlindner_20-09-2021_00:00_image5.jpeg,Robert Habeck,Robert Habeck,,,,,,
christianlindner_20-09-2021_00:00_image5.jpeg,,,,,,,,
christianlindner_20-09-2021_00:00_image5.jpeg,,,,,,,,
